round,date,team_home,team_away,full_text
Round 9,20.09.2025,San Francisco,Miguelito,20.09.2025 | San Francisco | Miguelito | 0 | 1
Round 8,16.09.2025,Alianza,San Francisco,16.09.2025 | Alianza | San Francisco | 1 | 1
Round 8,15.09.2025,Miguelito,Atl. Nacional,15.09.2025 | Miguelito | Atl. Nacional | 1 | 1
Round 8,14.09.2025,Independiente,Arabe Unido,14.09.2025 | Independiente | Arabe Unido | 0 | 0
Round 8,14.09.2025,Plaza Amador,Herrera,14.09.2025 | Plaza Amador | Herrera | 2 | 2
Round 8,14.09.2025,Deportivo Universitario,UMECIT,14.09.2025 | Deportivo Universitario | UMECIT | 2 | 0
Round 8,13.09.2025,Tauro,Veraguas,13.09.2025 | Tauro | Veraguas | 1 | 3
Round 7,08.09.2025,Miguelito,Independiente,08.09.2025 | Miguelito | Independiente | 2 | 0
Round 7,07.09.2025,Herrera,Tauro,07.09.2025 | Herrera | Tauro | 1 | 2
Round 7,07.09.2025,Arabe Unido,Atl. Nacional,07.09.2025 | Arabe Unido | Atl. Nacional | 2 | 0
Round 7,07.09.2025,San Francisco,UMECIT,07.09.2025 | San Francisco | UMECIT | 0 | 0
Round 7,06.09.2025,Alianza,Veraguas,06.09.2025 | Alianza | Veraguas | 1 | 0
Round 7,06.09.2025,Deportivo Universitario,Plaza Amador,06.09.2025 | Deportivo Universitario | Plaza Amador | 1 | 3
Round 6,02.09.2025,Veraguas,Miguelito,02.09.2025 | Veraguas | Miguelito | 0 | 0
Round 6,01.09.2025,UMECIT,Atl. Nacional,01.09.2025 | UMECIT | Atl. Nacional | 2 | 0
Round 6,31.08.2025,Herrera,Arabe Unido,31.08.2025 | Herrera | Arabe Unido | 2 | 1
Round 6,31.08.2025,Plaza Amador,San Francisco,31.08.2025 | Plaza Amador | San Francisco | 2 | 2
Round 6,31.08.2025,Independiente,Alianza,31.08.2025 | Independiente | Alianza | 2 | 2
Round 6,30.08.2025,Tauro,Deportivo Universitario,30.08.2025 | Tauro | Deportivo Universitario | 1 | 0
Round 5,19.08.2025,Alianza,UMECIT,19.08.2025 | Alianza | UMECIT | 2 | 0
Round 5,18.08.2025,Independiente,Atl. Nacional,18.08.2025 | Independiente | Atl. Nacional | 3 | 3
Round 5,17.08.2025,Herrera,Deportivo Universitario,17.08.2025 | Herrera | Deportivo Universitario | 0 | 0
Round 5,17.08.2025,Plaza Amador,Miguelito,17.08.2025 | Plaza Amador | Miguelito | 2 | 0
Round 5,17.08.2025,Veraguas,San Francisco,17.08.2025 | Veraguas | San Francisco | 2 | 3
Round 5,16.08.2025,Tauro,Arabe Unido,16.08.2025 | Tauro | Arabe Unido | 1 | 1
Round 4,12.08.2025,Awrd,Veraguas,12.08.2025 | Awrd | Veraguas | Independiente | 0 | 1
Round 4,11.08.2025,Arabe Unido,Miguelito,11.08.2025 | Arabe Unido | Miguelito | 0 | 0
Round 4,10.08.2025,Herrera,San Francisco,10.08.2025 | Herrera | San Francisco | 0 | 1
Round 4,10.08.2025,Tauro,UMECIT,10.08.2025 | Tauro | UMECIT | 1 | 1
Round 4,10.08.2025,Deportivo Universitario,Atl. Nacional,10.08.2025 | Deportivo Universitario | Atl. Nacional | 2 | 2
Round 4,09.08.2025,Alianza,Plaza Amador,09.08.2025 | Alianza | Plaza Amador | 2 | 3
Round 3,05.08.2025,UMECIT,Plaza Amador,05.08.2025 | UMECIT | Plaza Amador | 0 | 2
Round 3,04.08.2025,Miguelito,Tauro,04.08.2025 | Miguelito | Tauro | 2 | 0
Round 3,03.08.2025,Atl. Nacional,Herrera,03.08.2025 | Atl. Nacional | Herrera | 1 | 1
Round 3,03.08.2025,Arabe Unido,Alianza,03.08.2025 | Arabe Unido | Alianza | 1 | 1
Round 3,03.08.2025,Deportivo Universitario,Veraguas,03.08.2025 | Deportivo Universitario | Veraguas | 1 | 1
Round 3,02.08.2025,San Francisco,Independiente,02.08.2025 | San Francisco | Independiente | 3 | 2
Round 2,29.07.2025,UMECIT,Arabe Unido,29.07.2025 | UMECIT | Arabe Unido | 1 | 0
Round 2,28.07.2025,Alianza,Miguelito,28.07.2025 | Alianza | Miguelito | 2 | 1
Round 2,27.07.2025,Atl. Nacional,Veraguas,27.07.2025 | Atl. Nacional | Veraguas | 0 | 2
Round 2,27.07.2025,Plaza Amador,Tauro,27.07.2025 | Plaza Amador | Tauro | 3 | 1
Round 2,27.07.2025,Independiente,Herrera,27.07.2025 | Independiente | Herrera | 3 | 0
Round 2,26.07.2025,San Francisco,Deportivo Universitario,26.07.2025 | San Francisco | Deportivo Universitario | 1 | 2
Round 1,22.07.2025,Miguelito,UMECIT,22.07.2025 | Miguelito | UMECIT | 0 | 1
