round,date,team_home,team_away,full_text
Round 3,27.07.2025,Huracan,Boca Juniors,27.07.2025 | Huracan | Boca Juniors | 1 | 0
Round 3,27.07.2025,Gimnasia L.P.,Independiente,27.07.2025 | Gimnasia L.P. | Independiente | 1 | 0
Round 3,27.07.2025,Talleres Cordoba,Godoy Cruz,27.07.2025 | Talleres Cordoba | Godoy Cruz | 0 | 0
Round 3,27.07.2025,Racing Club,Estudiantes L.P.,27.07.2025 | Racing Club | Estudiantes L.P. | 0 | 1
Round 3,27.07.2025,Velez Sarsfield,Instituto,27.07.2025 | Velez Sarsfield | Instituto | 0 | 0
Round 3,27.07.2025,Platense,Argentinos Jrs,27.07.2025 | Platense | Argentinos Jrs | 0 | 0
Round 3,26.07.2025,Rosario Central,San Martin S.J.,26.07.2025 | Rosario Central | San Martin S.J. | 0 | 0
Round 3,26.07.2025,Aldosivi,Newells Old Boys,26.07.2025 | Aldosivi | Newells Old Boys | 0 | 0
Round 3,26.07.2025,Ind. Rivadavia,Belgrano,26.07.2025 | Ind. Rivadavia | Belgrano | 0 | 0
Round 3,26.07.2025,Union de Santa Fe,Tigre,26.07.2025 | Union de Santa Fe | Tigre | 0 | 0
Round 3,26.07.2025,Sarmiento Junin,Lanus,26.07.2025 | Sarmiento Junin | Lanus | 0 | 2
Round 2,22.07.2025,Defensa y Justicia,Aldosivi,22.07.2025 | Defensa y Justicia | Aldosivi | 2 | 0
Round 2,22.07.2025,San Martin S.J.,Dep. Riestra,22.07.2025 | San Martin S.J. | Dep. Riestra | 3 | 2
Round 2,22.07.2025,Estudiantes L.P.,Huracan,22.07.2025 | Estudiantes L.P. | Huracan | 2 | 1
